Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default P(X),Loss (X),X.P(X),Expected loss,,,,
9366,7.62,24.61%,0.0028,574471.8,1608.52104,,,,,
9367,12.57,38.11%,0.0033,777957.3,2567.25909,,,,,
9368,17.98,5.67%,0.0053,1696053.4,8989.08302,,,,,
9369,5.11,37.03%,0.0032,321776.7,1029.68544,,,,,
9370,15.6,37.21%,0.005,979524,4897.62,,,,,
9371,9.47,29.17%,0.0029,670760.1,1945.20429,,,,,
9372,11.21,25.23%,0.0013,838171.7,1089.62321,,,,,
9373,8.41,20.52%,0.0008,668426.8,534.74144,,,,,
9374,24.84,33.65%,0.0068,1648134,11207.3112,,,,,
9375,0.43,22.13%,0.0029,33484.1,97.10389,,,,,
9376,10.77,33.16%,0.0045,719866.8,3239.4006,,,,,
9377,9.07,33.30%,0.0024,604969,1451.9256,,,,,
9378,11.88,21.16%,0.0006,936619.2,561.97152,,,,,
9379,12.52,17.04%,0.0055,1038659.2,5712.6256,,,,,
9380,9.07,19.58%,0.0042,729409.4,3063.51948,,,,,
9381,24.48,23.56%,0.003,1871251.2,5613.7536,,,,,
9382,21.94,38.25%,0.0057,1354795,7722.3315,,,,,
9383,3.07,5.30%,0.0022,290729,639.6038,,,,,
9384,3.86,26.14%,0.0005,285099.6,142.5498,,,,,
9385,17.85,25.43%,0.0084,1331074.5,11181.0258,,,,,
9386,8.2,7.54%,0.0062,758172,4700.6664,,,,,
9387,17.9,13.48%,0.0014,1548708,2168.1912,,,,,
9388,2.66,34.04%,0.0074,175453.6,1298.35664,,,,,
9389,14.39,33.47%,0.0003,957366.7,287.21001,,,,,
9390,19.5,2.26%,0.007,1905930,13341.51,,,,,
9391,10.68,37.93%,0.0086,662907.6,5701.00536,,,,,
9392,13.93,2.86%,0.0098,1353160.2,13260.96996,,,,,
9393,20.8,33.90%,0.0068,1374880,9349.184,,,,,
9394,24.2,17.09%,0.0084,2006422,16853.9448,,,,,
9395,10.08,21.65%,0.006,789768,4738.608,,,,,
9396,2.84,34.51%,0.0088,185991.6,1636.72608,,,,,
9397,20.68,4.19%,0.0025,1981350.8,4953.377,,,,,
9398,13.11,34.25%,0.0062,861982.5,5344.2915,,,,,
9399,16.5,5.52%,0.001,1558920,1558.92,,,,,
9400,14.07,6.08%,0.0045,1321454.4,5946.5448,,,,,
9401,7.86,18.49%,0.0077,640668.6,4933.14822,,,,,
9402,9.82,4.59%,0.0076,936926.2,7120.63912,,,,,
9403,16.64,38.19%,0.0053,1028518.4,5451.14752,,,,,
9404,5.63,27.23%,0.0053,409695.1,2171.38403,,,,,
9405,13.2,2.84%,0.0008,1282512,1026.0096,,,,,
9406,15.64,5.51%,0.0021,1477823.6,3103.42956,,,,,
9407,16.09,22.77%,0.007,1242630.7,8698.4149,,,,,
9408,19.41,18.84%,0.0023,1575315.6,3623.22588,,,,,
9409,13,19.08%,0.0023,1051960,2419.508,,,,,
9410,11.18,39.99%,0.0079,670911.8,5300.20322,,,,,
9411,14.53,18.80%,0.0072,1179836,8494.8192,,,,,
9412,17.31,30.86%,0.0056,1196813.4,6702.15504,,,,,
9413,6.7,24.98%,0.0016,502634,804.2144,,,,,
9414,5.87,19.08%,0,475000.4,0,,,,,
9415,0.04,17.17%,0.0006,3313.2,1.98792,,,,,
9416,18.18,10.34%,0.0095,1630018.8,15485.1786,,,,,
9417,9.95,34.53%,0.0034,651426.5,2214.8501,,,,,
9418,15.44,32.07%,0.0044,1048839.2,4614.89248,,,,,
9419,22.92,11.69%,0.0059,2024065.2,11941.98468,,,,,
9420,18.29,15.59%,0.0095,1543858.9,14666.65955,,,,,
9421,8.74,18.16%,0.0003,715281.6,214.58448,,,,,
9422,18.95,8.84%,0.0057,1727482,9846.6474,,,,,
9423,13.58,22.54%,0.0051,1051906.8,5364.72468,,,,,
9424,13.96,0.33%,0.0012,1391393.2,1669.67184,,,,,
9425,22.34,1.42%,0.0027,2202277.2,5946.14844,,,,,
9426,11.6,36.17%,0.0027,740428,1999.1556,,,,,
9427,15.24,1.26%,0.0069,1504797.6,10383.10344,,,,,
9428,23.16,8.25%,0.005,2124930,10624.65,,,,,
9429,21.06,23.66%,0.0092,1607720.4,14791.02768,,,,,
9430,23.57,34.53%,0.0067,1543127.9,10338.95693,,,,,
9431,10.49,14.12%,0.0018,900881.2,1621.58616,,,,,
9432,21.04,26.66%,0.0003,1543073.6,462.92208,,,,,
9433,24.87,24.60%,0.0038,1875198,7125.7524,,,,,
9434,14.77,31.63%,0.0067,1009824.9,6765.82683,,,,,
9435,7.21,8.33%,0.0022,660940.7,1454.06954,,,,,
9436,1.06,36.99%,0.0058,66790.6,387.38548,,,,,
9437,19.26,26.06%,0.001,1424084.4,1424.0844,,,,,
9438,2.62,27.26%,0.0054,190578.8,1029.12552,,,,,
9439,23.76,7.34%,0.0086,2201601.6,18933.77376,,,,,
9440,4.66,6.52%,0.0009,435616.8,392.05512,,,,,
9441,23.35,4.25%,0.0073,2235762.5,16321.06625,,,,,
9442,14.09,20.10%,0.008,1125791,9006.328,,,,,
9443,15.5,11.24%,0.0009,1375780,1238.202,,,,,
9444,17.35,1.29%,0.0031,1712618.5,5309.11735,,,,,
9445,18.26,39.31%,0.0044,1108199.4,4876.07736,,,,,
9446,3.16,27.03%,0.0083,230585.2,1913.85716,,,,,
9447,15.8,27.53%,0.0044,1145026,5038.1144,,,,,
9448,16.89,1.79%,0.0014,1658766.9,2322.27366,,,,,
9449,4.39,32.13%,0.0082,297949.3,2443.18426,,,,,
9450,9.55,13.38%,0.0007,827221,579.0547,,,,,
9451,10.29,11.38%,0.0083,911899.8,7568.76834,,,,,
9452,17.9,21.83%,0.0094,1399243,13152.8842,,,,,
9453,24.39,15.72%,0.0028,2055589.2,5755.64976,,,,,
9454,9.99,36.05%,0.0058,638860.5,3705.3909,,,,,
9455,16.3,23.68%,0.0044,1244016,5473.6704,,,,,
9456,16.05,38.86%,0.0015,981297,1471.9455,,,,,
9457,8.58,15.63%,0.0079,723894.6,5718.76734,,,,,
9458,4.6,38.85%,0.0024,281290,675.096,,,,,
9459,15.82,10.07%,0.0089,1422692.6,12661.96414,,,,,
9460,19.03,23.89%,0.0057,1448373.3,8255.72781,,,,,
9461,18.37,20.33%,0.0051,1463537.9,7464.04329,,,,,
9462,14.08,14.88%,0.0091,1198489.6,10906.25536,,,,,
9463,20.49,38.25%,0.0089,1265257.5,11260.79175,,,,,
9464,13.07,14.87%,0.0014,1112649.1,1557.70874,,,,,
9465,15.09,7.35%,0.0062,1398088.5,8668.1487,,,,,
9466,24.3,25.75%,0.0002,1804275,360.855,,,,,
9467,8.57,27.14%,0.0011,624410.2,686.85122,,,,,
9468,14.22,31.25%,0.0074,977625,7234.425,,,,,
9469,13.63,1.30%,0.0007,1345281,941.6967,,,,,
9470,6.25,16.06%,0.0084,524625,4406.85,,,,,
9471,8.14,21.01%,0.0069,642978.6,4436.55234,,,,,
9472,21.25,37.95%,0.0002,1318562.5,263.7125,,,,,
9473,2.32,38.98%,0.0024,141566.4,339.75936,,,,,
9474,3.48,31.30%,0.0026,239076,621.5976,,,,,
9475,9.33,31.89%,0.0095,635466.3,6036.92985,,,,,
9476,21.05,14.34%,0.0051,1803143,9196.0293,,,,,
9477,12.72,37.61%,0.0095,793600.8,7539.2076,,,,,
9478,20.11,21.64%,0.01,1575819.6,15758.196,,,,,
9479,14.61,27.89%,0.0011,1053527.1,1158.87981,,,,,
9480,21.64,19.53%,0.001,1741370.8,1741.3708,,,,,
9481,19.25,17.65%,0.0091,1585237.5,14425.66125,,,,,
9482,3.35,9.84%,0.0048,302036,1449.7728,,,,,
9483,16.35,9.33%,0.0046,1482454.5,6819.2907,,,,,
9484,12.3,23.59%,0.0002,939843,187.9686,,,,,
9485,3.41,2.91%,0.0011,331076.9,364.18459,,,,,
9486,5.57,39.29%,0.0065,338154.7,2198.00555,,,,,
9487,13.79,38.14%,0.0026,853049.4,2217.92844,,,,,
9488,19.62,0.62%,0.0015,1949835.6,2924.7534,,,,,
9489,16.8,5.55%,0.0025,1586760,3966.9,,,,,
9490,21.48,17.59%,0.0084,1770166.8,14869.40112,,,,,
9491,18.52,37.16%,0.0063,1163796.8,7331.91984,,,,,
9492,14.06,8.58%,0.0084,1285365.2,10797.06768,,,,,
9493,9.23,12.93%,0.006,803656.1,4821.9366,,,,,
9494,23.73,0.59%,0.0046,2358999.3,10851.39678,,,,,
9495,9.2,37.26%,0.0081,577208,4675.3848,,,,,
9496,21.02,13.30%,0.002,1822434,3644.868,,,,,
9497,19.69,24.65%,0.0043,1483641.5,6379.65845,,,,,
9498,11.79,23.11%,0.0096,906533.1,8702.71776,,,,,
9499,24.14,27.91%,0.0041,1740252.6,7135.03566,,,,,
9500,7.51,2.78%,0.0052,730122.2,3796.63544,,,,,
9501,8.18,13.30%,0.0095,709206,6737.457,,,,,
9502,20.38,18.82%,0.0018,1654448.4,2978.00712,,,,,
9503,5.71,31.01%,0.0078,393932.9,3072.67662,,,,,
9504,10.1,4.22%,0.0092,967378,8899.8776,,,,,
9505,4.66,26.04%,0.0089,344653.6,3067.41704,,,,,
9506,17.12,17.77%,0.0086,1407777.6,12106.88736,,,,,
9507,7.94,9.42%,0.0075,719205.2,5394.039,,,,,
9508,7.78,28.42%,0.0014,556892.4,779.64936,,,,,
9509,12.42,34.89%,0.003,808666.2,2425.9986,,,,,
9510,17.4,33.99%,0.0005,1148574,574.287,,,,,
9511,20.07,10.61%,0.0096,1794057.3,17222.95008,,,,,
9512,4.54,6.60%,0.0014,424036,593.6504,,,,,
9513,14.15,35.51%,0.0085,912533.5,7756.53475,,,,,
9514,17.2,3.56%,0.0077,1658768,12772.5136,,,,,
9515,3.69,2.66%,0.0071,359184.6,2550.21066,,,,,
9516,11.91,28.06%,0.0067,856805.4,5740.59618,,,,,
9517,7.89,34.18%,0.0056,519319.8,2908.19088,,,,,
9518,1.53,18.87%,0.0014,124128.9,173.78046,,,,,
9519,15.63,7.93%,0.0023,1439054.1,3309.82443,,,,,
9520,4.07,16.81%,0.0046,338583.3,1557.48318,,,,,
9521,22.76,16.76%,0.0011,1894542.4,2083.99664,,,,,
9522,18.06,18.81%,0.0068,1466291.4,9970.78152,,,,,
9523,20.36,37.02%,0.0066,1282272.8,8463.00048,,,,,
9524,19.95,28.76%,0.0026,1421238,3695.2188,,,,,
9525,10,35.24%,0.0009,647600,582.84,,,,,
9526,12.16,34.68%,0.0098,794291.2,7784.05376,,,,,
9527,1.52,34.30%,0.003,99864,299.592,,,,,
9528,20.07,11.87%,0.0083,1768769.1,14680.78353,,,,,
9529,3.89,24.93%,0.0053,292022.3,1547.71819,,,,,
9530,6.66,16.92%,0.0023,553312.8,1272.61944,,,,,
9531,2.59,31.50%,0.0064,177415,1135.456,,,,,
9532,15.14,29.45%,0.0079,1068127,8438.2033,,,,,
9533,7.94,31.82%,0.0008,541349.2,433.07936,,,,,
9534,17.13,6.15%,0.0061,1607650.5,9806.66805,,,,,
9535,0.98,22.91%,0.0029,75548.2,219.08978,,,,,
9536,7.8,13.22%,0.0034,676884,2301.4056,,,,,
9537,19.98,30.72%,0.0058,1384214.4,8028.44352,,,,,
9538,6.67,21.07%,0.0036,526463.1,1895.26716,,,,,
9539,24.4,5.01%,0.0055,2317756,12747.658,,,,,
9540,18.76,35.25%,0.0081,1214710,9839.151,,,,,
9541,22.57,12.57%,0.0039,1973295.1,7695.85089,,,,,
9542,1.39,22.19%,0.002,108155.9,216.3118,,,,,
9543,7.4,36.91%,0.0034,466866,1587.3444,,,,,
9544,13.71,33.71%,0.0063,908835.9,5725.66617,,,,,
9545,3.89,18.17%,0.0026,318318.7,827.62862,,,,,
9546,13.72,8.55%,0.0073,1254694,9159.2662,,,,,
9547,6.16,29.18%,0.0062,436251.2,2704.75744,,,,,
9548,9.2,35.16%,0.0051,596528,3042.2928,,,,,
9549,9.4,39.15%,0.0002,571990,114.398,,,,,
9550,24.79,15.91%,0.0015,2084591.1,3126.88665,,,,,
9551,19.57,31.98%,0.004,1331151.4,5324.6056,,,,,
9552,22.33,12.47%,0.0082,1954544.9,16027.26818,,,,,
9553,3.3,11.06%,0.004,293502,1174.008,,,,,
9554,11.93,3.33%,0.0008,1153273.1,922.61848,,,,,
9555,14.84,25.37%,0.0098,1107509.2,10853.59016,,,,,
9556,16.9,27.14%,0.0053,1231334,6526.0702,,,,,
9557,4.06,39.72%,0.0069,244736.8,1688.68392,,,,,
9558,5.7,29.34%,0.0094,402762,3785.9628,,,,,
9559,4.01,18.61%,0.0012,326373.9,391.64868,,,,,
9560,24.62,7.31%,0.0093,2282027.8,21222.85854,,,,,
9561,11.74,4.26%,0.0061,1123987.6,6856.32436,,,,,
9562,21.37,38.73%,0.0061,1309339.9,7986.97339,,,,,
9563,3.26,34.72%,0.0061,212812.8,1298.15808,,,,,
9564,1.31,32.42%,0.0057,88529.8,504.61986,,,,,
9565,3.46,32.95%,0.0065,231993,1507.9545,,,,,
9566,24.11,37.39%,0.0071,1509527.1,10717.64241,,,,,
9567,19.83,22.00%,0.003,1546740,4640.22,,,,,
9568,1.95,24.31%,0.0097,147595.5,1431.67635,,,,,
9569,11.83,5.92%,0.0054,1112966.4,6010.01856,,,,,
9570,17.88,5.83%,0.0046,1683759.6,7745.29416,,,,,
9571,14.84,39.40%,0.0001,899304,89.9304,,,,,
9572,16.24,37.86%,0.0065,1009153.6,6559.4984,,,,,
9573,6.1,20.92%,0.009,482388,4341.492,,,,,
9574,12.43,33.13%,0.0064,831194.1,5319.64224,,,,,
9575,5.05,37.03%,0.0003,317998.5,95.39955,,,,,
9576,17.79,19.62%,0.0068,1429960.2,9723.72936,,,,,
9577,1.97,3.37%,0.0098,190361.1,1865.53878,,,,,
9578,17.04,27.82%,0.0038,1229947.2,4673.79936,,,,,
9579,22.09,3.07%,0.0001,2141183.7,214.11837,,,,,
9580,3.87,16.79%,0.0067,322022.7,2157.55209,,,,,
9581,10.32,5.99%,0.0022,970183.2,2134.40304,,,,,
9582,5.63,12.48%,0.0028,492737.6,1379.66528,,,,,
9583,2.48,29.71%,0.0097,174319.2,1690.89624,,,,,
9584,15.59,4.30%,0.0073,1491963,10891.3299,,,,,
9585,11.85,6.10%,0.0071,1112715,7900.2765,,,,,
9586,2.47,36.86%,0.0069,155955.8,1076.09502,,,,,
9587,9.14,36.30%,0.0078,582218,4541.3004,,,,,
9588,3.68,5.17%,0.0043,348974.4,1500.58992,,,,,
9589,4.48,12.37%,0.0071,392582.4,2787.33504,,,,,
9590,2.85,12.03%,0.0072,250714.5,1805.1444,,,,,
9591,19.89,4.38%,0.0099,1901881.8,18828.62982,,,,,
9592,7.67,36.64%,0.0048,485971.2,2332.66176,,,,,
9593,21.41,13.49%,0.0064,1852179.1,11853.94624,,,,,
9594,12.49,5.03%,0.0032,1186175.3,3795.76096,,,,,
9595,3.96,10.56%,0.0051,354182.4,1806.33024,,,,,
9596,1.74,23.74%,0.0069,132692.4,915.57756,,,,,
9597,8.53,0.22%,0.0009,851123.4,766.01106,,,,,
9598,6.08,28.59%,0.0063,434172.8,2735.28864,,,,,
9599,4.77,37.05%,0.0017,300271.5,510.46155,,,,,
9600,4.95,10.27%,0.0079,444163.5,3508.89165,,,,,
9601,19.98,0.67%,0.0058,1984613.4,11510.75772,,,,,
9602,16.73,30.92%,0.0018,1155708.4,2080.27512,,,,,
9603,22.85,10.62%,0.0072,2042333,14704.7976,,,,,
9604,9.1,25.14%,0.0068,681226,4632.3368,,,,,
9605,13.64,8.15%,0.0069,1252834,8644.5546,,,,,
9606,14.42,13.17%,0.0066,1252088.6,8263.78476,,,,,
9607,18.75,20.46%,0.0096,1491375,14317.2,,,,,
9608,10.61,11.65%,0.0099,937393.5,9280.19565,,,,,
9609,17.23,32.16%,0.0076,1168883.2,8883.51232,,,,,
9610,11.94,0.75%,0.0065,1185045,7702.7925,,,,,
9611,6.49,9.57%,0.0091,586890.7,5340.70537,,,,,
9612,17.14,19.31%,0.003,1383026.6,4149.0798,,,,,
9613,23.77,15.73%,0.0069,2003097.9,13821.37551,,,,,
9614,7.32,4.20%,0.0005,701256,350.628,,,,,
9615,16.64,13.34%,0.0005,1442022.4,721.0112,,,,,
9616,12.61,24.00%,0.0002,958360,191.672,,,,,
9617,18.07,35.58%,0.0064,1164069.4,7450.04416,,,,,
9618,13.45,4.38%,0.0019,1286089,2443.5691,,,,,
9619,21.89,12.93%,0.0003,1905962.3,571.78869,,,,,
9620,20.6,13.40%,0.0032,1783960,5708.672,,,,,
9621,23.01,20.32%,0.0063,1833436.8,11550.65184,,,,,
9622,2.27,28.13%,0.0037,163144.9,603.63613,,,,,
9623,19.7,25.60%,0.0017,1465680,2491.656,,,,,
9624,23.81,14.29%,0.0046,2040755.1,9387.47346,,,,,
9625,16.56,2.21%,0.0016,1619402.4,2591.04384,,,,,
9626,2.59,35.51%,0.0039,167029.1,651.41349,,,,,
9627,14.13,29.68%,0.0013,993621.6,1291.70808,,,,,
9628,4.45,1.55%,0.0067,438102.5,2935.28675,,,,,
9629,11.23,10.73%,0.0037,1002502.1,3709.25777,,,,,
9630,24.93,19.45%,0.0007,2008111.5,1405.67805,,,,,
9631,7.65,21.61%,0.0049,599683.5,2938.44915,,,,,
9632,17.83,8.18%,0.0022,1637150.6,3601.73132,,,,,
9633,11.03,13.26%,0.0014,956742.2,1339.43908,,,,,
9634,0.33,2.90%,0,32043,0,,,,,
9635,18.91,2.95%,0.0065,1835215.5,11928.90075,,,,,
9636,14.05,16.22%,0.0031,1177109,3649.0379,,,,,
9637,11.11,13.70%,0.0042,958793,4026.9306,,,,,
9638,14.09,2.78%,0.0086,1369829.8,11780.53628,,,,,
9639,6.17,13.27%,0.0099,535124.1,5297.72859,,,,,
9640,22.58,9.58%,0.0042,2041683.6,8575.07112,,,,,
9641,0.19,15.93%,0.0008,15973.3,12.77864,,,,,
9642,12.03,25.96%,0.0097,890701.2,8639.80164,,,,,
9643,23.09,22.72%,0.0031,1784395.2,5531.62512,,,,,
9644,12.71,8.78%,0.002,1159406.2,2318.8124,,,,,
9645,1.11,28.84%,0.0037,78987.6,292.25412,,,,,
9646,3.5,11.55%,0.0014,309575,433.405,,,,,
9647,1.07,7.74%,0.0058,98718.2,572.56556,,,,,
9648,22.91,14.25%,0.0029,1964532.5,5697.14425,,,,,
9649,11.14,30.20%,0.001,777572,777.572,,,,,
9650,22.81,33.95%,0.003,1506600.5,4519.8015,,,,,
9651,22.38,21.38%,0.0067,1759515.6,11788.75452,,,,,
9652,13.35,24.07%,0.0081,1013665.5,8210.69055,,,,,
9653,23.91,21.79%,0.0037,1870001.1,6919.00407,,,,,
9654,8.45,39.05%,0.0019,515027.5,978.55225,,,,,
9655,4.07,0.18%,0.0033,406267.4,1340.68242,,,,,
9656,10.17,25.12%,0.0044,761529.6,3350.73024,,,,,
9657,22.34,21.18%,0.0031,1760838.8,5458.60028,,,,,
9658,23.2,7.85%,0.0097,2137880,20737.436,,,,,
9659,15.12,15.42%,0.0045,1278849.6,5754.8232,,,,,
9660,21.77,20.37%,0.0048,1733545.1,8321.01648,,,,,
9661,23.83,4.42%,0.0039,2277671.4,8882.91846,,,,,
9662,21.48,24.17%,0.0066,1628828.4,10750.26744,,,,,
9663,21.43,8.35%,0.007,1964059.5,13748.4165,,,,,
9664,11.61,3.72%,0.0049,1117810.8,5477.27292,,,,,
9665,7.15,0.85%,0.001,708922.5,708.9225,,,,,
9666,16.05,4.29%,0.005,1536145.5,7680.7275,,,,,
9667,17.35,3.92%,0.005,1666988,8334.94,,,,,
9668,10.22,1.02%,0.0002,1011575.6,202.31512,,,,,
9669,9.98,37.54%,0.0025,623350.8,1558.377,,,,,
9670,3.8,38.09%,0.0078,235258,1835.0124,,,,,
9671,23.38,9.75%,0.0082,2110045,17302.369,,,,,
9672,19.65,25.83%,0.0098,1457440.5,14282.9169,,,,,
9673,3.38,22.48%,0.0033,262017.6,864.65808,,,,,
9674,23.12,6.34%,0.003,2165419.2,6496.2576,,,,,
9675,19.09,31.89%,0.0064,1300219.9,8321.40736,,,,,
9676,3.29,35.23%,0.0076,213093.3,1619.50908,,,,,
9677,11.24,13.60%,0.0041,971136,3981.6576,,,,,
9678,14.96,16.15%,0.004,1254396,5017.584,,,,,
9679,1.28,19.59%,0.0085,102924.8,874.8608,,,,,
9680,16.76,30.06%,0.0006,1172194.4,703.31664,,,,,
9681,11.14,16.87%,0.0043,926068.2,3982.09326,,,,,
9682,11.8,26.46%,0.008,867772,6942.176,,,,,
9683,7.55,30.67%,0.0013,523441.5,680.47395,,,,,
9684,15.56,17.01%,0.0063,1291324.4,8135.34372,,,,,
9685,12.68,8.21%,0.0026,1163897.2,3026.13272,,,,,
9686,2.09,23.90%,0.0034,159049,540.7666,,,,,
9687,14.74,30.00%,0.008,1031800,8254.4,,,,,
9688,24.74,31.00%,0.007,1707060,11949.42,,,,,
9689,12.94,5.43%,0.0006,1223735.8,734.24148,,,,,
9690,16.67,23.36%,0.0088,1277588.8,11242.78144,,,,,
9691,16.82,20.53%,0.0015,1336685.4,2005.0281,,,,,
9692,12.16,36.14%,0.0012,776537.6,931.84512,,,,,
9693,17.03,27.70%,0.0096,1231269,11820.1824,,,,,
9694,18.25,11.44%,0.0045,1616220,7272.99,,,,,
9695,4.27,18.71%,0.008,347108.3,2776.8664,,,,,
9696,16.73,18.76%,0.0058,1359145.2,7883.04216,,,,,
9697,20.04,5.55%,0.002,1892778,3785.556,,,,,
9698,1.61,25.56%,0.0071,119848.4,850.92364,,,,,
9699,13.67,30.85%,0.0061,945280.5,5766.21105,,,,,
9700,6.85,13.83%,0.0069,590264.5,4072.82505,,,,,
9701,8.77,3.75%,0.0012,844112.5,1012.935,,,,,
9702,3.48,35.60%,0.0074,224112,1658.4288,,,,,
9703,16.62,14.41%,0.0076,1422505.8,10811.04408,,,,,
9704,22.64,29.90%,0.0004,1587064,634.8256,,,,,
9705,18.29,34.46%,0.0036,1198726.6,4315.41576,,,,,
9706,19.42,12.79%,0.0095,1693618.2,16089.3729,,,,,
9707,1.55,19.14%,0.0026,125333,325.8658,,,,,
9708,5.82,30.56%,0.0004,404140.8,161.65632,,,,,
9709,4.28,39.07%,0.0068,260780.4,1773.30672,,,,,
9710,16.81,38.78%,0.0093,1029108.2,9570.70626,,,,,
9711,23.93,18.14%,0.0059,1958909.8,11557.56782,,,,,
9712,21.09,5.50%,0.0014,1993005,2790.207,,,,,
9713,21.36,39.88%,0.0091,1284163.2,11685.88512,,,,,
9714,13.99,39.97%,0.0002,839819.7,167.96394,,,,,
9715,12.79,32.81%,0.0079,859360.1,6788.94479,,,,,
9716,19.03,31.90%,0.0083,1295943,10756.3269,,,,,
9717,15.09,23.61%,0.0037,1152725.1,4265.08287,,,,,
9718,1.01,10.31%,0.0082,90586.9,742.81258,,,,,
9719,14.97,26.68%,0.0085,1097600.4,9329.6034,,,,,
9720,12.97,23.84%,0.002,987795.2,1975.5904,,,,,
9721,3.22,6.40%,0.0031,301392,934.3152,,,,,
9722,3.87,39.20%,0.0068,235296,1600.0128,,,,,
9723,3.21,31.39%,0.0024,220238.1,528.57144,,,,,
9724,12.39,15.79%,0.0066,1043361.9,6886.18854,,,,,
9725,15.76,7.54%,0.0001,1457169.6,145.71696,,,,,
9726,18.81,14.25%,0.0014,1612957.5,2258.1405,,,,,
9727,17.78,23.77%,0.0072,1355369.4,9758.65968,,,,,
9728,5.36,11.61%,0.0072,473770.4,3411.14688,,,,,
9729,1.84,12.57%,0.0072,160871.2,1158.27264,,,,,
9730,16.01,12.98%,0.0051,1393190.2,7105.27002,,,,,
9731,21.81,33.14%,0.0029,1458216.6,4228.82814,,,,,
9732,0.05,4.41%,0.0021,4779.5,10.03695,,,,,
9733,16.64,12.67%,0.0013,1453171.2,1889.12256,,,,,
9734,6.43,39.73%,0.0004,387536.1,155.01444,,,,,
9735,11.77,9.53%,0.0022,1064831.9,2342.63018,,,,,
9736,17.39,33.19%,0.0099,1161825.9,11502.07641,,,,,
9737,22.86,4.91%,0.001,2173757.4,2173.7574,,,,,
9738,1.07,26.31%,0.005,78848.3,394.2415,,,,,
9739,12.04,35.89%,0.0029,771884.4,2238.46476,,,,,
9740,17.11,27.75%,0.0085,1236197.5,10507.67875,,,,,
9741,20.62,34.79%,0.0078,1344630.2,10488.11556,,,,,
9742,2.61,14.93%,0.0028,222032.7,621.69156,,,,,
9743,6.61,20.18%,0.0061,527610.2,3218.42222,,,,,
9744,8.58,13.77%,0.0053,739853.4,3921.22302,,,,,
9745,21.18,13.04%,0.0061,1841812.8,11235.05808,,,,,
9746,13.39,1.61%,0.0022,1317442.1,2898.37262,,,,,
9747,6.42,5.21%,0.0044,608551.8,2677.62792,,,,,
9748,12.82,9.00%,0.0036,1166620,4199.832,,,,,
9749,22.16,28.49%,0.0054,1584661.6,8557.17264,,,,,
9750,9.1,18.87%,0.0095,738283,7013.6885,,,,,
9751,18.71,8.72%,0.0094,1707848.8,16053.77872,,,,,
9752,2.18,17.83%,0.0043,179130.6,770.26158,,,,,
9753,22.27,16.61%,0.0045,1857095.3,8356.92885,,,,,
9754,23.86,23.14%,0.0071,1833879.6,13020.54516,,,,,
9755,20.3,30.43%,0.0098,1412271,13840.2558,,,,,
9756,7.55,33.43%,0.0062,502603.5,3116.1417,,,,,
9757,14.22,30.04%,0.0053,994831.2,5272.60536,,,,,
9758,14.58,32.23%,0.0071,988086.6,7015.41486,,,,,
9759,17.05,16.53%,0.0078,1423163.5,11100.6753,,,,,
9760,6.73,38.17%,0.0061,416115.9,2538.30699,,,,,
9761,23.77,36.10%,0.0046,1518903,6986.9538,,,,,
9762,10.4,11.48%,0.0066,920608,6076.0128,,,,,
9763,20.12,17.25%,0.0082,1664930,13652.426,,,,,
9764,12.49,23.30%,0.0092,957983,8813.4436,,,,,
9765,16.2,37.38%,0.0091,1014444,9231.4404,,,,,
9766,14.13,38.82%,0.0014,864473.4,1210.26276,,,,,
9767,4.22,18.95%,0.0062,342031,2120.5922,,,,,
9768,9.99,35.44%,0.0071,644954.4,4579.17624,,,,,
9769,18.42,21.23%,0.007,1450943.4,10156.6038,,,,,
9770,8.14,6.92%,0.0019,757671.2,1439.57528,,,,,
9771,17.71,19.39%,0.0007,1427603.1,999.32217,,,,,
9772,24.46,33.36%,0.0026,1630014.4,4238.03744,,,,,
9773,14.16,7.83%,0.0054,1305127.2,7047.68688,,,,,
9774,17.95,22.32%,0.0046,1394356,6414.0376,,,,,
9775,22.43,26.56%,0.0013,1647259.2,2141.43696,,,,,
9776,8.64,17.10%,0.0077,716256,5515.1712,,,,,
9777,7.18,20.13%,0.0024,573466.6,1376.31984,,,,,
9778,13.56,7.17%,0.0032,1258774.8,4028.07936,,,,,
9779,17.56,12.35%,0.0039,1539134,6002.6226,,,,,
9780,11.3,14.81%,0.0022,962647,2117.8234,,,,,
9781,13.65,9.06%,0.007,1241331,8689.317,,,,,
9782,22.27,33.54%,0.0037,1480064.2,5476.23754,,,,,
9783,23.6,35.63%,0.0095,1519132,14431.754,,,,,
9784,1.16,22.85%,0.0034,89494,304.2796,,,,,
9785,15.99,21.79%,0.0088,1250577.9,11005.08552,,,,,
9786,17.77,33.72%,0.0072,1177795.6,8480.12832,,,,,
9787,12.73,27.07%,0.0025,928398.9,2320.99725,,,,,
9788,8.18,34.83%,0.0023,533090.6,1226.10838,,,,,
9789,22.8,36.88%,0.0024,1439136,3453.9264,,,,,
9790,6.74,4.60%,0.0003,642996,192.8988,,,,,
9791,1.97,14.80%,0.0024,167844,402.8256,,,,,
9792,2.55,8.58%,0.0049,233121,1142.2929,,,,,
9793,9.14,9.70%,0.0061,825342,5034.5862,,,,,
